student_base_elo,last_question_difficulty,session_accuracy,current_streak,avg_time_taken,target_difficulty
1692,1544,0.51,3,50,1616
1540,1628,0.86,6,49,1842
1030,1154,0.98,4,19,1346
917,785,0.79,3,24,918
1824,1948,0.38,0,6,1950
1680,1661,0.36,0,28,1640
1003,1052,0.46,0,44,1046
1464,1508,0.77,2,17,1608
1650,1504,0.74,0,18,1540
1351,1235,0.52,2,5,1318
1791,1856,0.32,0,47,1809
1712,1603,0.98,7,34,1885
1776,1779,0.65,1,24,1832
1535,1498,0.95,4,60,1666
1435,1451,0.57,0,26,1462
1677,1701,0.47,0,46,1676
1676,1618,0.21,0,43,1574
1658,1808,0.83,5,52,1988
1152,1270,0.68,2,54,1337
1525,1534,0.52,2,40,1597
1186,1067,0.79,2,26,1170
1410,1357,0.78,2,22,1459
1706,1699,0.21,0,52,1636
1311,1246,0.28,0,19,1213
1130,1257,0.35,0,10,1254
1150,1166,0.71,2,12,1278
1807,1759,0.87,6,32,1994
1423,1571,0.42,0,19,1559
1145,1291,0.7,0,43,1321
1540,1644,0.96,2,50,1753
873,815,0.95,3,60,952
1541,1511,0.87,8,57,1786
852,708,0.36,0,33,687
1994,1878,0.59,0,27,1892
1554,1645,0.32,0,31,1618
1625,1572,0.9,8,12,1892
1580,1440,0.99,5,46,1644
923,916,0.87,7,8,1202
1929,2030,0.73,3,46,2134
1694,1743,0.88,5,23,1950
1952,1805,0.72,1,48,1848
1749,1837,0.91,5,34,2048
1773,1908,0.95,8,42,2216
1642,1581,0.43,0,51,1550
904,1009,0.76,2,10,1128
1574,1514,0.89,7,45,1782
866,837,0.31,0,31,808
1585,1448,0.5,0,38,1448
1118,1258,0.33,0,31,1232
1431,1415,0.23,0,51,1354
1990,1949,0.34,0,36,1925
1509,1434,0.81,8,54,1700
1099,1158,0.3,0,30,1128
1996,1934,0.86,7,44,2198
1414,1397,0.57,0,32,1408
1039,1066,0.38,0,11,1068
1308,1267,0.55,3,12,1384
803,936,0.43,0,41,926
1271,1343,0.82,2,7,1471
1094,1037,0.65,0,39,1060
1282,1168,0.49,0,26,1166
1732,1770,0.49,0,18,1768
1726,1703,0.91,5,42,1914
1856,1940,0.8,1,38,2015
1289,1226,0.24,0,13,1207
903,913,0.5,0,26,913
1090,1008,0.78,1,57,1060
1950,1801,0.29,0,31,1770
910,1034,0.57,2,18,1104
997,1099,0.53,1,24,1134
1706,1621,0.89,8,43,1920
1932,1916,0.87,3,8,2082
942,914,0.87,7,53,1160
944,821,0.43,0,52,790
1035,943,0.63,2,57,1002
998,1074,0.38,0,24,1056
1286,1192,0.51,0,15,1194
1121,1000,0.86,8,29,1294
1423,1275,0.77,0,55,1296
839,985,0.72,3,26,1108
858,777,0.52,0,27,780
865,842,0.45,0,14,854
1837,1951,0.61,0,41,1968
1883,1807,0.94,6,19,2053
1592,1688,0.83,7,37,1948
1915,1993,0.41,0,55,1960
1587,1438,0.62,1,37,1486
1664,1576,0.94,5,12,1812
1128,1104,0.73,0,26,1138
822,791,0.65,1,42,844
806,721,0.39,0,26,704
1741,1671,0.88,4,54,1828
1062,1086,0.99,6,37,1340
1411,1391,0.43,0,7,1400
961,926,0.41,0,52,892
1619,1641,0.56,2,47,1690
1441,1585,0.85,6,60,1798
1062,1117,0.76,1,28,1186
1485,1565,0.84,8,44,1856
1017,1118,0.5,0,31,1118
836,749,0.91,2,16,870
1824,1882,0.71,3,27,2004
983,1045,0.47,0,26,1040
1233,1112,0.76,0,7,1171
1485,1363,0.68,1,49,1400
1380,1266,0.84,8,32,1557
1368,1375,0.23,0,34,1334
1222,1327,0.89,2,18,1446
1637,1595,0.81,4,50,1742
1576,1627,0.54,2,53,1673
1958,2042,0.43,0,52,2012
1320,1210,0.63,3,34,1320
1320,1458,0.61,0,30,1474
867,959,0.57,0,56,950
1603,1552,0.9,6,29,1792
1208,1296,0.47,0,53,1272
1955,2051,0.85,5,41,2254
1766,1754,0.79,0,49,1778
826,788,0.34,0,57,744
1466,1479,0.92,5,32,1692
1169,1214,0.64,3,46,1305
1616,1549,0.51,1,36,1580
1137,1078,0.56,3,22,1177
1577,1517,0.47,0,48,1492
1120,1204,0.74,0,19,1240
1786,1860,0.79,0,57,1884
1932,2051,0.84,7,32,2312
1680,1802,0.99,3,49,1946
1817,1948,0.21,0,14,1924
1369,1288,0.34,0,13,1284
982,927,0.83,4,7,1116
1594,1651,0.67,1,26,1706
1055,1018,0.99,5,56,1222
1273,1362,0.9,4,59,1522
1496,1625,0.29,0,55,1574
1908,1878,0.45,0,22,1870
1636,1592,0.37,0,44,1572
1897,1789,0.73,3,5,1934
1984,1850,0.87,8,8,2166
1800,1696,0.41,0,48,1662
1360,1262,0.39,0,56,1226
943,991,0.32,0,7,984
1657,1700,0.7,0,39,1730
1273,1202,0.51,2,17,1264
965,1007,0.26,0,14,991
1627,1527,0.78,2,56,1609
1551,1454,0.79,0,36,1498
1448,1516,0.82,7,60,1754
1101,1112,0.84,7,48,1353
1449,1372,0.22,0,48,1310
1460,1402,0.57,2,17,1472
1186,1304,0.84,8,58,1575
1893,1797,0.73,1,34,1862
1140,1050,0.63,2,46,1110
1695,1636,0.68,1,22,1693
1198,1313,0.78,3,22,1445
1179,1181,0.61,2,48,1238
1530,1403,0.24,0,57,1344
978,958,0.47,0,21,954
1098,1191,0.57,0,40,1202
1991,2097,0.34,0,49,2053
1917,1809,0.95,3,17,1966
1897,1847,0.55,2,46,1894
1970,2088,0.89,4,22,2266
1430,1507,0.56,0,11,1536
889,839,0.22,0,6,817
918,1004,0.43,0,50,974
1422,1521,0.24,0,10,1502
1090,1040,0.3,0,16,1010
910,898,0.46,0,48,872
1439,1501,0.26,0,15,1465
916,960,0.66,0,30,984
1943,2002,0.96,4,51,2171
818,944,0.81,6,23,1170
1102,1182,0.61,0,26,1198
1483,1418,0.79,0,60,1442
1855,1849,0.99,3,46,1992
1930,1803,0.54,3,5,1919
894,781,0.88,7,41,1048
1073,1135,0.69,1,60,1174
1111,1238,0.59,3,20,1342
1499,1546,0.48,0,36,1543
1922,2010,0.34,0,26,1986
895,833,0.55,2,19,900
1145,1141,0.53,2,57,1186
856,965,0.95,3,7,1142
1382,1299,0.2,0,30,1254
1326,1298,0.87,4,16,1474
1572,1585,0.48,0,11,1602
1158,1051,0.8,2,53,1136
1839,1719,0.57,0,53,1710
816,862,0.35,0,9,860
997,972,0.95,3,60,1110
915,947,0.49,0,42,946
1055,1168,0.85,5,19,1370
1266,1316,0.29,0,32,1284
1126,1227,0.61,2,26,1304
1604,1576,0.36,0,33,1555
1811,1824,0.71,2,49,1896
1150,1000,0.94,4,34,1186
1954,1986,0.5,0,46,1966
1923,1842,0.36,0,25,1821
1194,1052,0.74,3,50,1158
1509,1544,0.38,0,14,1546
1794,1670,0.4,0,40,1655
1982,2034,0.61,0,17,2050
1836,1755,0.86,2,23,1869
1332,1349,0.5,0,37,1349
1468,1395,0.7,3,54,1495
1346,1292,0.66,3,56,1386
1930,2046,0.88,5,54,2233
1357,1372,0.97,7,30,1652
822,852,0.38,0,32,834
1730,1820,0.28,0,54,1767
1303,1332,0.8,2,8,1457
1144,1182,0.3,0,37,1152
1093,1224,0.52,3,37,1317
1315,1233,0.4,0,58,1198
867,996,0.77,3,16,1126
1016,1086,0.92,6,51,1309
1932,1873,0.32,0,27,1846
1194,1181,0.3,0,57,1131
867,807,0.54,2,59,853
1084,942,0.44,0,32,933
1602,1467,0.68,1,48,1504
1572,1607,0.61,3,31,1714
1510,1383,0.87,6,20,1618
1410,1472,0.65,0,18,1494
1671,1544,0.96,3,41,1703
1258,1399,0.24,0,44,1360
1878,1903,0.67,3,36,2018
1838,1835,0.37,0,31,1816
1518,1424,0.93,8,11,1748
1406,1431,0.25,0,12,1414
821,757,0.7,2,12,867
1431,1457,0.56,0,44,1466
1731,1697,0.44,0,45,1688
1404,1500,0.65,0,35,1522
1667,1618,0.75,3,33,1746
1989,1905,0.53,3,55,1980
842,819,0.44,0,31,810
1863,1749,0.72,2,15,1842
996,988,0.57,1,54,1008
1769,1858,0.81,8,24,2144
1362,1283,0.68,3,36,1400
1286,1249,0.29,0,14,1238
1699,1550,0.38,0,33,1532
1827,1893,0.47,0,6,1908
1697,1725,0.24,0,34,1686
1466,1579,0.98,4,28,1771
1538,1488,0.2,0,30,1443
1016,1140,0.57,1,8,1200
1886,1813,0.61,2,20,1890
1848,1996,0.97,5,49,2196
1150,1295,0.47,0,34,1290
1200,1242,0.82,6,58,1450
1162,1018,0.6,2,26,1093
1205,1126,0.23,0,31,1086
1921,1843,0.68,3,39,1960
1421,1519,0.44,0,56,1490
1976,1966,0.25,0,10,1948
1698,1833,0.45,0,30,1826
1503,1407,0.6,0,36,1422
1975,1875,0.48,0,38,1872
1287,1313,0.31,0,60,1264
1570,1607,0.65,2,39,1690
1186,1141,0.33,0,24,1116
1627,1629,0.57,2,56,1680
1064,1013,0.33,0,48,968
897,951,0.57,2,15,1022
1201,1203,0.62,2,28,1281
817,859,0.97,5,53,1060
1593,1448,0.33,0,35,1422
1834,1831,0.8,2,51,1916
1379,1294,0.93,7,47,1548
901,800,0.4,0,30,785
1154,1226,0.28,0,21,1193
1237,1224,0.84,5,18,1425
990,1046,0.7,0,55,1056
1182,1219,0.56,3,8,1338
1404,1264,0.76,3,23,1393
1204,1118,0.62,0,17,1136
822,728,0.33,0,31,702
1380,1450,0.9,8,36,1750
981,1020,0.81,5,25,1216
1373,1459,0.8,0,55,1484
1378,1488,0.79,0,50,1512
1568,1643,0.44,0,21,1634
1763,1754,0.92,3,37,1907
1304,1246,0.63,1,10,1316
1411,1420,0.44,0,17,1411
1931,1891,0.81,7,37,2148
1745,1817,0.83,6,10,2066
1154,1105,0.53,3,58,1180
1347,1220,0.77,3,16,1350
1009,988,0.38,0,34,970
1494,1638,0.97,5,17,1858
929,815,0.47,0,56,790
1841,1800,0.89,8,55,2078
1452,1581,0.88,6,59,1798
1547,1462,0.55,0,37,1470
1907,1958,0.57,0,21,1968
1728,1757,0.57,1,31,1798
1239,1164,0.68,1,56,1201
1474,1387,0.9,3,48,1517
1171,1216,0.32,0,31,1189
1895,1752,0.66,3,12,1886
1599,1643,0.23,0,60,1582
1340,1411,0.99,4,41,1604
1601,1649,0.85,8,12,1962
1243,1154,0.69,1,23,1212
1308,1375,0.88,4,38,1552
1389,1345,0.34,0,52,1301
1443,1328,0.8,1,29,1403
1778,1779,0.78,2,18,1881
1923,1898,0.43,0,40,1888
1033,1157,0.98,2,10,1309
976,859,0.53,0,38,864
1619,1577,0.5,0,14,1597
1634,1561,0.86,5,6,1785
1059,1058,0.92,3,48,1191
1871,1948,0.36,0,26,1927
1148,1069,0.53,1,15,1104
842,782,0.94,6,60,1008
1878,1981,0.43,0,34,1970
1430,1543,0.7,2,48,1613
1246,1339,0.82,5,49,1517
1411,1293,0.83,7,60,1532
1981,1904,0.29,0,43,1872
1432,1348,0.44,0,33,1339
1430,1511,0.32,0,6,1504
1462,1475,0.46,0,31,1469
874,978,0.76,0,56,997
1124,1039,0.84,8,56,1310
1834,1964,0.64,0,55,1965
1462,1364,0.68,0,53,1371
1931,1881,0.69,1,36,1940
1030,1004,0.22,0,20,962
976,1091,0.44,0,14,1102
1701,1839,0.55,2,48,1886
1157,1127,0.64,2,29,1208
1854,1839,0.51,1,31,1870
1287,1221,0.29,0,29,1190
1960,1908,0.83,3,32,2048
1970,1955,0.26,0,7,1939
1763,1722,0.44,0,11,1733
1100,1245,0.92,2,25,1368
1149,1226,0.73,3,39,1350
1067,1106,0.24,0,28,1067
1584,1673,0.67,3,46,1768
1755,1753,0.92,3,29,1906
1111,1249,0.7,2,51,1319
1298,1186,0.64,3,5,1317
1610,1696,0.41,0,56,1662
1578,1449,0.21,0,20,1406
899,924,0.3,0,58,874
1209,1221,0.67,1,44,1276
1653,1775,0.89,5,28,1984
874,950,0.43,0,5,960
1325,1360,0.67,0,57,1366
1434,1413,0.43,0,43,1402
1667,1740,0.44,0,27,1731
1591,1590,0.97,5,29,1810
1273,1204,0.88,3,46,1331
817,883,0.65,1,39,936
942,807,0.61,0,44,824
1954,1988,0.26,0,16,1952
1668,1643,0.97,6,29,1894
1506,1549,0.69,0,38,1578
990,992,0.86,8,5,1306
1705,1743,0.9,4,8,1943
1775,1809,0.89,6,45,2048
1975,1878,0.65,2,17,1960
934,804,0.31,0,44,776
1855,1766,0.49,0,52,1744
953,994,0.42,0,10,1002
1002,870,0.7,1,41,930
1767,1798,0.59,3,12,1922
1941,1851,0.97,5,18,2072
1290,1276,0.94,5,30,1492
1597,1520,0.26,0,13,1504
1063,1062,0.91,3,30,1214
1766,1734,0.58,3,60,1816
1075,1106,0.96,6,55,1335
1589,1516,0.69,1,34,1574
1878,1967,0.37,0,16,1948
1376,1236,0.52,3,11,1349
1282,1177,0.29,0,55,1126
1611,1609,0.52,2,12,1692
1403,1287,0.95,7,13,1584
1521,1568,0.78,1,53,1620
1412,1420,0.34,0,56,1376
1998,2113,0.81,6,24,2340
1031,1158,0.79,0,6,1222
1244,1149,0.89,8,46,1428
841,829,0.62,0,27,847
1170,1291,0.62,0,29,1309
1167,1194,0.9,8,36,1494
1525,1532,0.26,0,38,1496
1194,1088,0.29,0,28,1056
1938,1859,0.62,3,9,1987
1939,1948,0.61,0,39,1964
1618,1647,0.47,0,7,1662
1308,1308,0.44,0,39,1299
1917,1852,0.27,0,15,1818
990,1129,0.58,3,18,1231
901,760,0.64,0,37,781
1048,1005,0.6,0,17,1020
999,958,0.37,0,22,938
1076,968,0.3,0,6,958
1271,1216,0.23,0,49,1156
1486,1359,0.31,0,45,1330
1145,1293,0.84,2,56,1384
891,952,0.69,1,50,990
902,980,0.67,0,24,1006
1198,1277,0.85,3,10,1440
1648,1666,0.48,0,44,1663
1859,1812,0.75,1,45,1880
1377,1389,0.35,0,45,1366
1590,1735,0.64,0,19,1756
978,1090,0.37,0,57,1050
939,987,0.49,0,47,966
1911,1828,0.67,3,15,1944
1188,1187,0.78,0,18,1229
845,882,0.24,0,46,823
1171,1190,0.93,4,44,1374
1567,1571,0.84,6,13,1822
1292,1365,0.52,2,41,1428
1877,1951,0.3,0,11,1941
1183,1249,0.77,1,25,1320
916,800,0.92,5,39,1013
819,960,0.64,3,33,1071
946,799,0.38,0,38,781
1884,1812,0.86,7,19,2076
965,834,0.64,2,39,915
976,994,0.93,4,7,1198
1569,1562,0.28,0,21,1529
1341,1359,0.42,0,45,1347
1406,1296,0.94,4,20,1482
1144,1277,0.34,0,57,1233
1826,1690,0.58,0,39,1702
849,821,0.82,8,25,1109
1824,1786,0.5,0,55,1766
1414,1276,0.49,0,48,1254
992,1125,0.85,8,60,1398
1804,1924,0.45,0,18,1916
1152,1138,0.51,1,16,1170
847,950,0.6,1,55,975
1589,1648,0.32,0,59,1601
1158,1093,0.43,0,39,1082
1586,1602,0.38,0,44,1584
1341,1293,0.88,4,12,1490
1507,1610,0.58,1,6,1672
1428,1543,0.33,0,38,1518
1587,1634,0.65,0,49,1636
1096,1081,0.82,8,24,1369
878,925,0.95,5,35,1142
846,769,0.55,3,31,866
967,855,0.91,2,55,956
1890,1910,0.73,0,52,1924
1699,1659,0.99,7,55,1922
1229,1080,0.31,0,40,1052
1237,1243,0.26,0,39,1207
1572,1517,0.77,3,50,1628
1482,1607,0.74,1,26,1673
1810,1917,0.86,5,38,2121
1908,2000,0.35,0,20,1978
1804,1749,0.9,8,9,2069
1199,1115,0.31,0,29,1086
1240,1176,0.85,7,43,1438
1955,1846,0.91,2,54,1948
1578,1456,0.71,0,50,1468
1470,1511,0.92,4,21,1694
1927,1836,0.76,3,43,1965
1193,1281,0.62,3,31,1389
1733,1719,0.48,0,29,1716
1475,1482,0.24,0,30,1443
1780,1648,0.48,0,20,1645
920,788,0.91,4,9,990
1707,1572,0.77,3,12,1722
1219,1084,0.82,6,50,1292
989,908,0.36,0,28,887
1511,1618,0.64,0,42,1639
1399,1529,0.33,0,55,1484
1750,1684,0.92,3,24,1837
824,786,0.66,2,53,850
973,889,0.74,1,43,955
1531,1471,0.38,0,42,1453
1391,1393,0.54,0,16,1399
1831,1845,0.68,3,11,1982
1116,1185,0.67,1,42,1240
1848,1854,0.98,6,49,2086
915,770,0.93,3,44,924
1837,1890,0.36,0,30,1869
897,751,0.51,3,40,842
1143,998,0.65,1,24,1050
1405,1313,0.74,0,19,1349
1169,1050,0.6,1,42,1095
1316,1446,0.96,2,59,1555
1963,1993,0.76,1,6,2082
1079,1118,0.26,0,54,1062
1198,1048,0.43,0,30,1038
1695,1773,0.94,3,32,1929
920,796,0.29,0,38,764
952,1083,0.91,7,22,1354
822,866,0.52,1,17,899
1192,1245,0.76,0,57,1264
1297,1265,0.2,0,34,1220
1537,1610,0.35,0,26,1588
1058,1109,0.85,7,54,1352
971,1044,0.89,5,40,1252
1447,1299,0.51,2,5,1380
1218,1358,0.36,0,45,1337
1927,1959,0.96,8,30,2268
913,999,0.82,7,35,1257
1340,1338,0.53,1,52,1352
1877,1962,0.4,0,42,1947
1363,1492,0.46,0,31,1486
1605,1754,0.4,0,52,1719
1535,1418,0.74,0,58,1434
846,851,0.97,5,23,1072
1602,1613,0.3,0,53,1563
1009,964,0.77,2,49,1044
1424,1443,0.24,0,48,1384
1206,1182,0.58,0,12,1214
1593,1645,0.8,1,56,1700
1548,1512,0.22,0,53,1450
1197,1268,0.7,0,24,1298
1076,1093,0.38,0,29,1075
1448,1585,0.45,0,9,1598
1597,1649,0.58,1,12,1711
1622,1716,0.66,2,37,1800
1161,1067,0.43,0,24,1056
1462,1586,0.72,2,26,1679
1112,1002,0.33,0,51,956
1872,1753,0.49,0,51,1732
956,1046,0.76,2,42,1145
1094,1114,0.44,0,30,1105
1582,1732,0.25,0,40,1694
1336,1473,0.26,0,31,1437
1381,1331,0.73,2,31,1426
1886,1766,0.79,1,6,1860
825,902,0.77,1,7,992
1684,1577,0.37,0,46,1538
1947,1957,0.28,0,36,1924
1521,1557,0.81,3,53,1674
1165,1178,0.79,3,10,1332
1978,1872,0.59,0,40,1886
1947,1853,0.84,5,58,2034
1171,1180,0.93,7,57,1434
1792,1780,0.7,3,43,1900
896,858,0.6,1,30,903
1754,1872,0.67,1,53,1908
808,851,0.9,4,57,1011
1885,1921,0.76,3,58,2030
1697,1789,0.97,4,17,1980
905,962,0.47,0,41,958
888,883,0.2,0,52,818
1620,1610,0.3,0,14,1600
1507,1499,0.57,2,41,1570
1955,1878,0.25,0,57,1820
1263,1128,0.44,0,48,1099
1199,1313,0.4,0,21,1298
819,775,0.72,0,6,828
1126,1029,0.95,7,27,1306
1423,1412,0.29,0,25,1380
1566,1668,0.49,0,43,1666
1963,1970,0.42,0,28,1958
1074,1172,0.4,0,48,1137
1818,1816,0.82,4,11,2004
1789,1752,0.73,3,18,1876
907,980,0.25,0,34,942
1152,1030,0.85,5,11,1252
1534,1515,0.41,0,25,1502
1778,1859,0.7,1,8,1939
1147,1278,0.4,0,49,1243
897,831,0.23,0,22,790
802,880,0.7,2,12,990
1843,1889,0.21,0,31,1846
941,938,0.42,0,31,926
901,868,0.34,0,45,844
1080,1215,0.29,0,31,1184
1448,1561,0.51,2,33,1622
1145,1192,0.37,0,27,1172
1283,1371,0.42,0,35,1359
831,961,0.76,1,53,1010
1932,1974,0.57,2,6,2064
1165,1056,0.4,0,28,1041
812,950,0.52,1,23,983
954,860,0.73,1,58,904
992,1049,0.4,0,31,1034
1643,1763,0.43,0,55,1732
1000,1096,0.3,0,21,1066
1641,1524,0.99,7,9,1828
1899,1889,0.25,0,25,1852
1798,1865,0.61,3,51,1952
1350,1272,0.46,0,28,1266
1530,1511,0.24,0,30,1472
1189,1190,0.49,0,33,1188
1990,1996,0.83,7,54,2236
1223,1176,1.0,7,46,1441
1794,1758,0.82,8,18,2046
1175,1113,0.44,0,37,1104
1503,1427,0.45,0,52,1400
1431,1551,0.82,5,45,1749
991,1121,0.48,0,24,1118
1559,1686,0.28,0,58,1633
1921,1799,0.67,2,52,1864
1073,952,0.85,7,43,1214
1894,1993,0.75,1,17,2060
840,753,0.81,2,21,860
1257,1321,0.81,8,54,1588
1544,1597,0.59,3,37,1700
1962,2066,0.59,0,14,2100
1980,2011,0.89,8,47,2290
1045,993,0.68,0,60,1000
1800,1904,0.38,0,20,1886
1917,2035,0.4,0,6,2040
1106,983,0.89,7,9,1272
1838,1795,0.33,0,21,1770
1585,1444,0.58,2,18,1516
1913,1933,0.51,2,8,2014
1777,1869,0.39,0,47,1832
1096,1065,0.85,6,33,1298
1741,1835,0.3,0,56,1785
1158,1009,0.41,0,20,996
893,1009,0.81,7,14,1286
823,736,0.58,0,30,748
1519,1580,0.54,2,18,1646
835,798,0.24,0,52,739
1032,946,0.93,7,21,1220
1548,1607,0.99,8,43,1920
1010,1099,0.81,7,39,1356
1522,1519,0.99,4,27,1712
858,873,0.4,0,49,838
1918,1930,0.67,0,14,1976
1910,1935,0.59,0,5,1968
997,1040,0.68,0,6,1087
826,762,0.24,0,18,723
1828,1906,0.46,0,54,1880
891,778,0.28,0,6,765
1460,1507,0.83,4,29,1676
1120,1175,0.63,0,37,1194
1277,1200,0.77,2,28,1300
1642,1718,0.96,5,5,1957
833,729,0.53,2,11,814
1239,1172,0.49,0,17,1170
802,934,0.98,4,8,1146
1754,1822,0.81,4,20,1988
1065,936,0.42,0,56,904
823,745,0.25,0,10,728
1735,1880,0.92,6,45,2123
1289,1430,0.61,2,55,1486
1431,1286,0.99,6,27,1540
919,987,0.34,0,53,943
1904,1933,0.27,0,32,1898
1492,1400,0.46,0,53,1374
1765,1858,0.86,2,9,1992
993,891,0.82,8,59,1159
883,917,1.0,8,9,1252
837,858,0.63,2,60,918
973,1036,0.85,3,9,1198
1583,1454,0.95,8,20,1762
1311,1372,0.22,0,12,1350
1737,1852,0.63,3,49,1942
1010,1105,0.82,4,6,1293
1450,1582,0.32,0,31,1555
863,844,0.76,3,6,993
1643,1513,0.61,2,39,1590
1243,1290,0.43,0,50,1260
1858,1882,0.9,8,52,2162
1879,1885,0.71,3,16,2006
1732,1817,0.79,0,48,1840
1228,1080,0.93,8,24,1384
1232,1221,0.6,3,34,1326
871,795,0.38,0,7,797
1317,1322,0.55,3,24,1420
1200,1242,0.39,0,56,1206
1116,1000,0.99,8,45,1314
1323,1270,0.55,2,36,1338
935,836,0.66,0,13,880
1243,1094,0.4,0,31,1079
1921,1865,0.5,0,42,1865
1942,1799,0.73,2,22,1894
1406,1305,0.63,1,10,1374
1592,1603,0.82,2,47,1691
1019,1134,0.47,0,48,1110
1665,1757,0.63,1,33,1806
1495,1448,0.2,0,34,1403
1002,1086,0.43,0,47,1056
1448,1546,0.6,1,52,1571
1931,1990,0.71,2,34,2082
1053,920,0.38,0,60,882
1812,1724,0.79,2,51,1808
870,797,0.99,8,15,1110
827,937,0.4,0,15,922
1664,1709,0.3,0,44,1679
1681,1636,0.88,2,52,1733
1303,1187,0.28,0,36,1154
842,870,0.9,5,19,1080
871,731,0.38,0,19,713
938,967,0.96,7,28,1246
1983,1875,0.26,0,45,1839
1368,1439,0.66,0,43,1463
1659,1554,0.8,2,13,1679
1279,1293,0.81,6,60,1500
1706,1583,0.76,2,27,1682
1989,2103,0.98,5,24,2325
924,921,0.44,0,8,932
999,961,0.56,2,38,1030
1702,1643,0.32,0,17,1616
1650,1648,0.63,1,6,1718
1499,1531,0.88,5,48,1718
1014,1010,0.49,0,59,988
1591,1518,0.34,0,54,1474
1507,1393,0.49,0,11,1412
1249,1258,0.51,3,49,1330
1372,1405,0.96,2,59,1514
1146,1180,1.0,5,19,1405
1575,1510,0.53,1,43,1544
1783,1930,0.67,0,48,1936
1276,1267,0.91,5,12,1498
1661,1576,0.44,0,39,1567
1584,1485,0.43,0,25,1474
1840,1747,0.2,0,5,1722
1061,1146,0.22,0,11,1124
1594,1455,0.4,0,28,1440
1139,1260,0.74,0,48,1276
954,1020,0.26,0,17,984
1938,1839,0.56,0,58,1828
986,917,0.23,0,9,896
1766,1814,0.98,3,23,1976
1870,1975,0.65,0,26,1998
1423,1548,0.71,2,40,1640
1199,1187,0.93,8,32,1492
1492,1411,0.26,0,56,1355
1056,1088,0.69,1,17,1146
1112,1015,0.28,0,41,982
1361,1293,0.48,0,16,1290
1267,1197,0.41,0,55,1164
1482,1371,0.71,1,21,1432
980,1052,0.34,0,50,1008
1392,1287,0.76,2,53,1366
1304,1282,0.43,0,18,1272
992,900,0.4,0,36,885
1913,1980,0.92,6,46,2203
1974,1892,0.42,0,24,1880
1873,1979,0.37,0,25,1960
1895,1775,0.35,0,18,1752
1362,1450,0.33,0,55,1404
1473,1402,0.38,0,44,1384
1348,1264,0.29,0,30,1232
1840,1800,0.67,0,47,1806
1520,1494,0.23,0,16,1454
1468,1593,0.25,0,59,1536
1403,1412,0.95,2,31,1540
1761,1707,0.71,0,9,1758
1182,1228,0.99,4,37,1422
835,916,0.51,3,57,988
1676,1684,0.74,2,19,1780
1097,1154,0.67,3,27,1270
1458,1582,0.44,0,7,1593
1243,1157,0.67,0,50,1162
1160,1142,0.55,3,39,1240
1785,1883,0.29,0,39,1852
937,897,0.98,7,41,1179
1034,1107,0.43,0,54,1076
1796,1669,0.74,1,10,1755
1072,1150,0.94,3,22,1306
1769,1877,0.37,0,39,1858
1558,1421,0.48,0,58,1398
1296,1372,0.68,2,13,1479
1533,1586,0.43,0,36,1576
1853,1870,0.27,0,43,1836
1455,1475,0.26,0,6,1459
1803,1881,0.5,0,58,1861
1493,1531,0.25,0,46,1474
1663,1687,0.23,0,18,1646
1950,1928,0.36,0,20,1907
1463,1427,0.86,6,34,1661
936,999,0.39,0,47,962
1369,1280,0.41,0,15,1266
858,834,0.75,1,26,902
931,932,0.81,7,9,1208
1305,1358,0.36,0,39,1337
1472,1578,0.29,0,51,1526
1551,1523,0.72,1,51,1566
1402,1362,0.89,7,28,1630
887,930,0.35,0,13,928
1160,1182,0.78,1,23,1254
1444,1303,0.41,0,45,1290
1480,1370,0.53,3,49,1444
878,813,0.52,0,56,796
1515,1521,0.71,0,58,1532
1058,1018,0.2,0,46,953
1273,1353,0.55,2,8,1440
1819,1762,0.96,8,44,2071
985,972,0.61,2,15,1048
889,1031,0.88,6,57,1248
1038,1064,0.81,7,6,1340
1633,1509,0.77,2,13,1630
1220,1151,0.33,0,47,1106
1532,1605,0.72,3,19,1728
1172,1204,0.4,0,43,1189
1712,1766,0.31,0,56,1718
1978,1976,0.3,0,45,1946
1969,2004,0.87,8,5,2320
1639,1674,0.61,2,50,1730
1465,1614,0.37,0,48,1574
805,763,0.77,0,60,784
923,1059,0.25,0,8,1042
1113,1098,0.52,1,5,1151
1147,1242,0.54,3,31,1338
1326,1392,0.67,0,7,1438
1917,1883,0.72,2,58,1956
1527,1513,0.68,0,46,1520
1449,1514,0.93,5,59,1708
1881,1843,0.32,0,52,1796
1497,1601,0.79,1,8,1694
1882,1736,0.96,5,42,1955
1031,1127,0.94,6,58,1353
1506,1366,0.41,0,24,1352
1239,1314,0.35,0,55,1272
1193,1302,0.9,7,29,1572
1651,1530,0.28,0,10,1517
1395,1302,0.74,3,18,1428
1986,1953,0.22,0,9,1931
1798,1648,0.69,1,43,1706
1176,1280,0.24,0,36,1241
818,831,0.27,0,57,776
982,1030,0.47,0,18,1026
1256,1349,0.74,3,40,1475
1943,1983,0.43,0,16,1972
1526,1673,0.6,0,47,1668
896,855,0.89,8,55,1134
1123,1106,0.75,3,5,1254
934,1072,0.25,0,19,1034
1426,1286,0.2,0,19,1241
1636,1764,0.75,0,40,1802
1701,1621,0.84,3,42,1762
1826,1942,0.41,0,30,1928
880,816,0.62,3,55,904
851,964,0.45,0,28,956
1603,1650,0.44,0,15,1641
1134,1150,0.38,0,52,1112
